insumo,dep,cultivo,tipo,mes,ha,usd,estructura
Asistencia técnica,Moquegua,lima,permanente,Nov,16.0,205.66,media de su familia
Fertilizante,Moquegua,lima,permanente,Dic,16.0,2530.56,media de su familia
Fitosanitario,Moquegua,lima,permanente,Dic,16.0,2222.81,media de su familia
Semilla,Moquegua,lima,permanente,Dic,16.0,195.71,media de su familia
Riego,Moquegua,lima,permanente,Dic,16.0,742.19,media de su familia
Abono orgánico,Moquegua,lima,permanente,Dic,16.0,779.12,media de su familia
Asistencia técnica,Moquegua,lima,permanente,Dic,16.0,205.66,media de su familia
Fertilizante,Pasco,lima,permanente,Ene,0.1666666666666666,26.36,media de su familia
Fitosanitario,Pasco,lima,permanente,Ene,0.1666666666666666,23.15,media de su familia
Semilla,Pasco,lima,permanente,Ene,0.1666666666666666,2.04,media de su familia
Riego,Pasco,lima,permanente,Ene,0.1666666666666666,7.73,media de su familia
Abono orgánico,Pasco,lima,permanente,Ene,0.1666666666666666,8.12,media de su familia
Asistencia técnica,Pasco,lima,permanente,Ene,0.1666666666666666,2.14,media de su familia
Fertilizante,Pasco,lima,permanente,Feb,0.1666666666666666,26.36,media de su familia
Fitosanitario,Pasco,lima,permanente,Feb,0.1666666666666666,23.15,media de su familia
Semilla,Pasco,lima,permanente,Feb,0.1666666666666666,2.04,media de su familia
Riego,Pasco,lima,permanente,Feb,0.1666666666666666,7.73,media de su familia
Abono orgánico,Pasco,lima,permanente,Feb,0.1666666666666666,8.12,media de su familia
Asistencia técnica,Pasco,lima,permanente,Feb,0.1666666666666666,2.14,media de su familia
Fertilizante,Pasco,lima,permanente,Mar,0.1666666666666666,26.36,media de su familia
Fitosanitario,Pasco,lima,permanente,Mar,0.1666666666666666,23.15,media de su familia
Semilla,Pasco,lima,permanente,Mar,0.1666666666666666,2.04,media de su familia
Riego,Pasco,lima,permanente,Mar,0.1666666666666666,7.73,media de su familia
Abono orgánico,Pasco,lima,permanente,Mar,0.1666666666666666,8.12,media de su familia
Asistencia técnica,Pasco,lima,permanente,Mar,0.1666666666666666,2.14,media de su familia
Fertilizante,Pasco,lima,permanente,Abr,0.1666666666666666,26.36,media de su familia
Fitosanitario,Pasco,lima,permanente,Abr,0.1666666666666666,23.15,media de su familia
Semilla,Pasco,lima,permanente,Abr,0.1666666666666666,2.04,media de su familia
Riego,Pasco,lima,permanente,Abr,0.1666666666666666,7.73,media de su familia
Abono orgánico,Pasco,lima,permanente,Abr,0.1666666666666666,8.12,media de su familia
Asistencia técnica,Pasco,lima,permanente,Abr,0.1666666666666666,2.14,media de su familia
Fertilizante,Pasco,lima,permanente,May,0.1666666666666666,26.36,media de su familia
Fitosanitario,Pasco,lima,permanente,May,0.1666666666666666,23.15,media de su familia
Semilla,Pasco,lima,permanente,May,0.1666666666666666,2.04,media de su familia
Riego,Pasco,lima,permanente,May,0.1666666666666666,7.73,media de su familia
Abono orgánico,Pasco,lima,permanente,May,0.1666666666666666,8.12,media de su familia
Asistencia técnica,Pasco,lima,permanente,May,0.1666666666666666,2.14,media de su familia
Fertilizante,Pasco,lima,permanente,Jun,0.1666666666666666,26.36,media de su familia
Fitosanitario,Pasco,lima,permanente,Jun,0.1666666666666666,23.15,media de su familia
Semilla,Pasco,lima,permanente,Jun,0.1666666666666666,2.04,media de su familia
Riego,Pasco,lima,permanente,Jun,0.1666666666666666,7.73,media de su familia
Abono orgánico,Pasco,lima,permanente,Jun,0.1666666666666666,8.12,media de su familia
Asistencia técnica,Pasco,lima,permanente,Jun,0.1666666666666666,2.14,media de su familia
Fertilizante,Pasco,lima,permanente,Jul,0.1666666666666666,26.36,media de su familia
Fitosanitario,Pasco,lima,permanente,Jul,0.1666666666666666,23.15,media de su familia
Semilla,Pasco,lima,permanente,Jul,0.1666666666666666,2.04,media de su familia
Riego,Pasco,lima,permanente,Jul,0.1666666666666666,7.73,media de su familia
Abono orgánico,Pasco,lima,permanente,Jul,0.1666666666666666,8.12,media de su familia
Asistencia técnica,Pasco,lima,permanente,Jul,0.1666666666666666,2.14,media de su familia
Fertilizante,Pasco,lima,permanente,Ago,0.1666666666666666,26.36,media de su familia
Fitosanitario,Pasco,lima,permanente,Ago,0.1666666666666666,23.15,media de su familia
Semilla,Pasco,lima,permanente,Ago,0.1666666666666666,2.04,media de su familia
Riego,Pasco,lima,permanente,Ago,0.1666666666666666,7.73,media de su familia
Abono orgánico,Pasco,lima,permanente,Ago,0.1666666666666666,8.12,media de su familia
Asistencia técnica,Pasco,lima,permanente,Ago,0.1666666666666666,2.14,media de su familia
Fertilizante,Pasco,lima,permanente,Set,0.1666666666666666,26.36,media de su familia
Fitosanitario,Pasco,lima,permanente,Set,0.1666666666666666,23.15,media de su familia
Semilla,Pasco,lima,permanente,Set,0.1666666666666666,2.04,media de su familia
Riego,Pasco,lima,permanente,Set,0.1666666666666666,7.73,media de su familia
Abono orgánico,Pasco,lima,permanente,Set,0.1666666666666666,8.12,media de su familia
Asistencia técnica,Pasco,lima,permanente,Set,0.1666666666666666,2.14,media de su familia
Fertilizante,Pasco,lima,permanente,Oct,0.1666666666666666,26.36,media de su familia
Fitosanitario,Pasco,lima,permanente,Oct,0.1666666666666666,23.15,media de su familia
Semilla,Pasco,lima,permanente,Oct,0.1666666666666666,2.04,media de su familia
Riego,Pasco,lima,permanente,Oct,0.1666666666666666,7.73,media de su familia
Abono orgánico,Pasco,lima,permanente,Oct,0.1666666666666666,8.12,media de su familia
Asistencia técnica,Pasco,lima,permanente,Oct,0.1666666666666666,2.14,media de su familia
Fertilizante,Pasco,lima,permanente,Nov,0.1666666666666666,26.36,media de su familia
Fitosanitario,Pasco,lima,permanente,Nov,0.1666666666666666,23.15,media de su familia
Semilla,Pasco,lima,permanente,Nov,0.1666666666666666,2.04,media de su familia
Riego,Pasco,lima,permanente,Nov,0.1666666666666666,7.73,media de su familia
Abono orgánico,Pasco,lima,permanente,Nov,0.1666666666666666,8.12,media de su familia
Asistencia técnica,Pasco,lima,permanente,Nov,0.1666666666666666,2.14,media de su familia
Fertilizante,Pasco,lima,permanente,Dic,0.1666666666666666,26.36,media de su familia
Fitosanitario,Pasco,lima,permanente,Dic,0.1666666666666666,23.15,media de su familia
Semilla,Pasco,lima,permanente,Dic,0.1666666666666666,2.04,media de su familia
Riego,Pasco,lima,permanente,Dic,0.1666666666666666,7.73,media de su familia
Abono orgánico,Pasco,lima,permanente,Dic,0.1666666666666666,8.12,media de su familia
Asistencia técnica,Pasco,lima,permanente,Dic,0.1666666666666666,2.14,media de su familia
Fertilizante,Puno,lima,permanente,Ene,7.0,1107.12,media de su familia
Fitosanitario,Puno,lima,permanente,Ene,7.0,972.48,media de su familia
Semilla,Puno,lima,permanente,Ene,7.0,85.62,media de su familia
Riego,Puno,lima,permanente,Ene,7.0,324.71,media de su familia
Abono orgánico,Puno,lima,permanente,Ene,7.0,340.86,media de su familia
Asistencia técnica,Puno,lima,permanente,Ene,7.0,89.98,media de su familia
Fertilizante,Puno,lima,permanente,Feb,7.0,1107.12,media de su familia
Fitosanitario,Puno,lima,permanente,Feb,7.0,972.48,media de su familia
Semilla,Puno,lima,permanente,Feb,7.0,85.62,media de su familia
Riego,Puno,lima,permanente,Feb,7.0,324.71,media de su familia
Abono orgánico,Puno,lima,permanente,Feb,7.0,340.86,media de su familia
Asistencia técnica,Puno,lima,permanente,Feb,7.0,89.98,media de su familia
Fertilizante,Puno,lima,permanente,Mar,7.0,1107.12,media de su familia
Fitosanitario,Puno,lima,permanente,Mar,7.0,972.48,media de su familia
Semilla,Puno,lima,permanente,Mar,7.0,85.62,media de su familia
Riego,Puno,lima,permanente,Mar,7.0,324.71,media de su familia
Abono orgánico,Puno,lima,permanente,Mar,7.0,340.86,media de su familia
Asistencia técnica,Puno,lima,permanente,Mar,7.0,89.98,media de su familia
Fertilizante,Puno,lima,permanente,Abr,7.0,1107.12,media de su familia
Fitosanitario,Puno,lima,permanente,Abr,7.0,972.48,media de su familia
Semilla,Puno,lima,permanente,Abr,7.0,85.62,media de su familia
Riego,Puno,lima,permanente,Abr,7.0,324.71,media de su familia
Abono orgánico,Puno,lima,permanente,Abr,7.0,340.86,media de su familia
Asistencia técnica,Puno,lima,permanente,Abr,7.0,89.98,media de su familia
Fertilizante,Puno,lima,permanente,May,7.0,1107.12,media de su familia
Fitosanitario,Puno,lima,permanente,May,7.0,972.48,media de su familia
Semilla,Puno,lima,permanente,May,7.0,85.62,media de su familia
Riego,Puno,lima,permanente,May,7.0,324.71,media de su familia
Abono orgánico,Puno,lima,permanente,May,7.0,340.86,media de su familia
Asistencia técnica,Puno,lima,permanente,May,7.0,89.98,media de su familia
Fertilizante,Puno,lima,permanente,Jun,7.0,1107.12,media de su familia
Fitosanitario,Puno,lima,permanente,Jun,7.0,972.48,media de su familia
Semilla,Puno,lima,permanente,Jun,7.0,85.62,media de su familia
Riego,Puno,lima,permanente,Jun,7.0,324.71,media de su familia
Abono orgánico,Puno,lima,permanente,Jun,7.0,340.86,media de su familia
Asistencia técnica,Puno,lima,permanente,Jun,7.0,89.98,media de su familia
Fertilizante,Puno,lima,permanente,Jul,7.0,1107.12,media de su familia
Fitosanitario,Puno,lima,permanente,Jul,7.0,972.48,media de su familia
Semilla,Puno,lima,permanente,Jul,7.0,85.62,media de su familia
Riego,Puno,lima,permanente,Jul,7.0,324.71,media de su familia
Abono orgánico,Puno,lima,permanente,Jul,7.0,340.86,media de su familia
Asistencia técnica,Puno,lima,permanente,Jul,7.0,89.98,media de su familia
Fertilizante,Puno,lima,permanente,Ago,7.0,1107.12,media de su familia
Fitosanitario,Puno,lima,permanente,Ago,7.0,972.48,media de su familia
Semilla,Puno,lima,permanente,Ago,7.0,85.62,media de su familia
Riego,Puno,lima,permanente,Ago,7.0,324.71,media de su familia
Abono orgánico,Puno,lima,permanente,Ago,7.0,340.86,media de su familia
Asistencia técnica,Puno,lima,permanente,Ago,7.0,89.98,media de su familia
Fertilizante,Puno,lima,permanente,Set,7.0,1107.12,media de su familia
Fitosanitario,Puno,lima,permanente,Set,7.0,972.48,media de su familia
Semilla,Puno,lima,permanente,Set,7.0,85.62,media de su familia
Riego,Puno,lima,permanente,Set,7.0,324.71,media de su familia
Abono orgánico,Puno,lima,permanente,Set,7.0,340.86,media de su familia
Asistencia técnica,Puno,lima,permanente,Set,7.0,89.98,media de su familia
Fertilizante,Puno,lima,permanente,Oct,7.0,1107.12,media de su familia
Fitosanitario,Puno,lima,permanente,Oct,7.0,972.48,media de su familia
Semilla,Puno,lima,permanente,Oct,7.0,85.62,media de su familia
Riego,Puno,lima,permanente,Oct,7.0,324.71,media de su familia
Abono orgánico,Puno,lima,permanente,Oct,7.0,340.86,media de su familia
Asistencia técnica,Puno,lima,permanente,Oct,7.0,89.98,media de su familia
Fertilizante,Puno,lima,permanente,Nov,7.0,1107.12,media de su familia
Fitosanitario,Puno,lima,permanente,Nov,7.0,972.48,media de su familia
Semilla,Puno,lima,permanente,Nov,7.0,85.62,media de su familia
Riego,Puno,lima,permanente,Nov,7.0,324.71,media de su familia
Abono orgánico,Puno,lima,permanente,Nov,7.0,340.86,media de su familia
Asistencia técnica,Puno,lima,permanente,Nov,7.0,89.98,media de su familia
Fertilizante,Puno,lima,permanente,Dic,7.0,1107.12,media de su familia
Fitosanitario,Puno,lima,permanente,Dic,7.0,972.48,media de su familia
Semilla,Puno,lima,permanente,Dic,7.0,85.62,media de su familia
Riego,Puno,lima,permanente,Dic,7.0,324.71,media de su familia
Abono orgánico,Puno,lima,permanente,Dic,7.0,340.86,media de su familia
Asistencia técnica,Puno,lima,permanente,Dic,7.0,89.98,media de su familia
Fertilizante,Amazonas,limond,permanente,Ene,2.966666666666667,469.21,media de su familia
Fitosanitario,Amazonas,limond,permanente,Ene,2.966666666666667,412.15,media de su familia
Semilla,Amazonas,limond,permanente,Ene,2.966666666666667,36.29,media de su familia
Riego,Amazonas,limond,permanente,Ene,2.966666666666667,137.61,media de su familia
Abono orgánico,Amazonas,limond,permanente,Ene,2.966666666666667,144.46,media de su familia
Asistencia técnica,Amazonas,limond,permanente,Ene,2.966666666666667,38.13,media de su familia
Fertilizante,Amazonas,limond,permanente,Feb,2.966666666666667,469.21,media de su familia
Fitosanitario,Amazonas,limond,permanente,Feb,2.966666666666667,412.15,media de su familia
Semilla,Amazonas,limond,permanente,Feb,2.966666666666667,36.29,media de su familia
Riego,Amazonas,limond,permanente,Feb,2.966666666666667,137.61,media de su familia
Abono orgánico,Amazonas,limond,permanente,Feb,2.966666666666667,144.46,media de su familia
Asistencia técnica,Amazonas,limond,permanente,Feb,2.966666666666667,38.13,media de su familia
Fertilizante,Amazonas,limond,permanente,Mar,2.966666666666667,469.21,media de su familia
Fitosanitario,Amazonas,limond,permanente,Mar,2.966666666666667,412.15,media de su familia
Semilla,Amazonas,limond,permanente,Mar,2.966666666666667,36.29,media de su familia
Riego,Amazonas,limond,permanente,Mar,2.966666666666667,137.61,media de su familia
Abono orgánico,Amazonas,limond,permanente,Mar,2.966666666666667,144.46,media de su familia
Asistencia técnica,Amazonas,limond,permanente,Mar,2.966666666666667,38.13,media de su familia
Fertilizante,Amazonas,limond,permanente,Abr,2.966666666666667,469.21,media de su familia
Fitosanitario,Amazonas,limond,permanente,Abr,2.966666666666667,412.15,media de su familia
Semilla,Amazonas,limond,permanente,Abr,2.966666666666667,36.29,media de su familia
Riego,Amazonas,limond,permanente,Abr,2.966666666666667,137.61,media de su familia
Abono orgánico,Amazonas,limond,permanente,Abr,2.966666666666667,144.46,media de su familia
Asistencia técnica,Amazonas,limond,permanente,Abr,2.966666666666667,38.13,media de su familia
Fertilizante,Amazonas,limond,permanente,May,2.966666666666667,469.21,media de su familia
Fitosanitario,Amazonas,limond,permanente,May,2.966666666666667,412.15,media de su familia
Semilla,Amazonas,limond,permanente,May,2.966666666666667,36.29,media de su familia
Riego,Amazonas,limond,permanente,May,2.966666666666667,137.61,media de su familia
Abono orgánico,Amazonas,limond,permanente,May,2.966666666666667,144.46,media de su familia
Asistencia técnica,Amazonas,limond,permanente,May,2.966666666666667,38.13,media de su familia
Fertilizante,Amazonas,limond,permanente,Jun,2.966666666666667,469.21,media de su familia
Fitosanitario,Amazonas,limond,permanente,Jun,2.966666666666667,412.15,media de su familia
Semilla,Amazonas,limond,permanente,Jun,2.966666666666667,36.29,media de su familia
Riego,Amazonas,limond,permanente,Jun,2.966666666666667,137.61,media de su familia
Abono orgánico,Amazonas,limond,permanente,Jun,2.966666666666667,144.46,media de su familia
Asistencia técnica,Amazonas,limond,permanente,Jun,2.966666666666667,38.13,media de su familia
Fertilizante,Amazonas,limond,permanente,Jul,2.966666666666667,469.21,media de su familia
Fitosanitario,Amazonas,limond,permanente,Jul,2.966666666666667,412.15,media de su familia
Semilla,Amazonas,limond,permanente,Jul,2.966666666666667,36.29,media de su familia
Riego,Amazonas,limond,permanente,Jul,2.966666666666667,137.61,media de su familia
Abono orgánico,Amazonas,limond,permanente,Jul,2.966666666666667,144.46,media de su familia
Asistencia técnica,Amazonas,limond,permanente,Jul,2.966666666666667,38.13,media de su familia
Fertilizante,Amazonas,limond,permanente,Ago,2.966666666666667,469.21,media de su familia
Fitosanitario,Amazonas,limond,permanente,Ago,2.966666666666667,412.15,media de su familia
Semilla,Amazonas,limond,permanente,Ago,2.966666666666667,36.29,media de su familia
Riego,Amazonas,limond,permanente,Ago,2.966666666666667,137.61,media de su familia
Abono orgánico,Amazonas,limond,permanente,Ago,2.966666666666667,144.46,media de su familia
Asistencia técnica,Amazonas,limond,permanente,Ago,2.966666666666667,38.13,media de su familia
Fertilizante,Amazonas,limond,permanente,Set,2.966666666666667,469.21,media de su familia
Fitosanitario,Amazonas,limond,permanente,Set,2.966666666666667,412.15,media de su familia
Semilla,Amazonas,limond,permanente,Set,2.966666666666667,36.29,media de su familia
Riego,Amazonas,limond,permanente,Set,2.966666666666667,137.61,media de su familia
Abono orgánico,Amazonas,limond,permanente,Set,2.966666666666667,144.46,media de su familia
Asistencia técnica,Amazonas,limond,permanente,Set,2.966666666666667,38.13,media de su familia
Fertilizante,Amazonas,limond,permanente,Oct,2.966666666666667,469.21,media de su familia
Fitosanitario,Amazonas,limond,permanente,Oct,2.966666666666667,412.15,media de su familia
Semilla,Amazonas,limond,permanente,Oct,2.966666666666667,36.29,media de su familia
