tienda,id,nombre,sku,categorias,precio,moneda,presentacion_valor,presentacion_unidad,presentacion_base,precio_por_base,supuesto,en_stock,url,consultado
fertisem.pe,11767,Semillas de Caigua Criolla Sobre 2gr,,Semillas de Hortalizas,6.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-caigua-criolla-2g/,2026-09-10
fertisem.pe,11764,Semillas de Maíz Blanco Cusqueado Sobre 10gr,,Semillas de Hortalizas | Semillas de Maíz,5.5,PEN,,,,,,True,https://fertisem.pe/producto/semillas-maiz-blanco-cusqueado-10g/,2026-09-10
fertisem.pe,11694,Semillas de Coliflor Romanesco Sobre 0.5gr,,Semillas de Hortalizas,5.5,PEN,,,,,,True,https://fertisem.pe/producto/semillas-coliflor-romanesco-sierra-seeds-05g/,2026-09-10
fertisem.pe,11691,Semillas de Lechuga Waldmann’s Green Sobre 2gr,,Semillas de Hortalizas,5.5,PEN,,,,,,True,https://fertisem.pe/producto/semillas-lechuga-waldmanns-green-sierra-seeds-2g/,2026-09-10
fertisem.pe,11686,Semillas de Holantao Oregon Sugar Pod II Sobre 10gr,,Semillas de Hortalizas,5.5,PEN,,,,,,True,https://fertisem.pe/producto/semillas-holantao-oregon-sugar-pod-ii-10g/,2026-09-10
fertisem.pe,11683,Semillas de Sandía Sugar Baby Sobre 2gr,,Semillas de Frutas y Cucurbitáceas,6.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-sandia-sugar-baby-sierra-seeds-2g/,2026-09-10
fertisem.pe,11680,Semillas de Perejil Crespo Sobre 2gr,,Semillas de Hortalizas,5.5,PEN,,,,,,True,https://fertisem.pe/producto/semillas-perejil-crespo-sierra-seeds-2g/,2026-09-10
fertisem.pe,11676,Semillas de Sachatomate Común Sobre 1gr,,Semillas de Hortalizas,5.5,PEN,,,,,,True,https://fertisem.pe/producto/semillas-sachatomate-comun-sierra-seeds-1g/,2026-09-10
fertisem.pe,11674,Semillas de Gulupa Sobre 1gr,,Semillas de Hortalizas,6.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-gulupa-sierra-seeds-1g/,2026-09-10
fertisem.pe,11671,Semilla de Acelga Rhubarb Roja Sobre 2gr,,Semillas de Hortalizas,5.5,PEN,,,,,,True,https://fertisem.pe/producto/semillas-acelga-rhubarb-roja-sierra-seeds-2g/,2026-09-10
fertisem.pe,11528,Piaggistim Bioestimulante Frasco 1L,,Bioestimulantes | Fertilizantes foliares,95.0,PEN,,,,,,True,https://fertisem.pe/producto/piaggistim-bioestimulante/,2026-09-10
fertisem.pe,11513,Semillas de Rabanito F1 Híbrida Sobre 10gr,,Semillas de Hortalizas,16.0,PEN,,,,,,False,https://fertisem.pe/producto/semillas-de-rabanito-f1-hibrida/,2026-09-10
fertisem.pe,11510,Semillas de Lechuga Seda F1 Híbrida Sobre 190 Semillas,,Semillas de Hortalizas,16.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-lechuga-seda-f1-hibrida/,2026-09-10
fertisem.pe,11507,Semillas de Lechuga Americana F1 Híbrida Sobre 1300 Semillas,,Semillas de Hortalizas,16.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-lechuga-americana-f1-hibrida/,2026-09-10
fertisem.pe,11504,Semillas de Lechuga Orgánica F1 Híbrida Sobre 160 Semillas,,Semillas de Hortalizas,16.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-de-lechuga-organica-f1-hibrida-sobre-160-semillas/,2026-09-10
fertisem.pe,11501,Semillas de Coliflor F1 Híbrida Sobre 0.60gr,,Semillas de Hortalizas,16.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-coliflor-f1-hibrida/,2026-09-10
fertisem.pe,11498,Semillas de Brócoli Brassica Oleracea F1 Hibrida Sobre 0.70gr,,Semillas de Hortalizas,16.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-brocoli-brassica-oleracea-f1-hibrida/,2026-09-10
fertisem.pe,11494,Semillas de Sandía Rayada F1 Híbrida Sobre 20 Semillas,,Semillas de Frutas y Cucurbitáceas,16.5,PEN,,,,,,True,https://fertisem.pe/producto/semillas-sandia-rayada-f1-hibrida/,2026-09-10
fertisem.pe,11491,Semillas de Sandía Amarilla F1 Híbrida Sobre 20 Semillas,,Semillas de Frutas y Cucurbitáceas,16.5,PEN,,,,,,True,https://fertisem.pe/producto/semillas-sandia-amarilla-f1-hibrida/,2026-09-10
fertisem.pe,11488,Semillas de Sandía Verde F1 Híbrida Sobre 14 Semillas,,Semillas de Frutas y Cucurbitáceas,16.5,PEN,,,,,,True,https://fertisem.pe/producto/semillas-sandia-verde-f1-hibrida/,2026-09-10
fertisem.pe,11485,Semillas de Pimiento Morado F1 Híbrida Sobre 20 Semillas,,Semillas de Hortalizas,16.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-pimiento-morado-f1-hibrida/,2026-09-10
fertisem.pe,11482,Semillas de Pepino Cucumis Sativus F1 Híbrida Sobre 50 Semillas,,Semillas de Hortalizas,16.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-pepino-cucumis-sativus-f1-hibrida/,2026-09-10
fertisem.pe,11479,Semillas de Papaya Roja F1 Híbridas Sobre 12 Semillas,,Semillas de Frutas y Cucurbitáceas,16.5,PEN,,,,,,True,https://fertisem.pe/producto/semillas-papaya-roja-f1-hibridas/,2026-09-10
fertisem.pe,11476,Semillas de Melón Cucumis melo F1 Híbrida Sobre 40 Semillas,,Semillas de Frutas y Cucurbitáceas,16.5,PEN,,,,,,True,https://fertisem.pe/producto/semillas-melon-cucumis-melo-f1-hibrida/,2026-09-10
fertisem.pe,11473,Semillas de Papaya Amarilla F1 Híbrida Sobre 16 Semillas,,Semillas de Frutas y Cucurbitáceas,16.5,PEN,,,,,,True,https://fertisem.pe/producto/semillas-papaya-amarilla-f1-hibrida/,2026-09-10
fertisem.pe,11470,Semillas de Col Crespa F1 Híbrida Sobre 180 Semillas,,Semillas de Hortalizas,16.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-col-crespa-f1-hibrida/,2026-09-10
fertisem.pe,11467,Semillas de Apio Apium Graveolens F1 Híbrida Sobre 0.10gr,,Semillas de Hortalizas,16.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-apio-apium-graveolens-f1-hibrida/,2026-09-10
fertisem.pe,11464,Semillas de Pepinillo National Pickles Sobre 1gr,,Semillas de Hortalizas,5.5,PEN,,,,,,True,https://fertisem.pe/producto/semillas-pepinillo-national-pickles/,2026-09-10
fertisem.pe,11461,Semillas de Aguaymanto colombiano Sobre 1gr,,Semillas de Frutas y Cucurbitáceas | Semillas de Hortalizas,6.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-aguaymanto-colombiano/,2026-09-10
fertisem.pe,11458,Semillas de Col Corazon de Buey F1 Hibrida Sobre 180 Semillas,,Semillas de Hortalizas,16.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-col-corazon-de-buey-f1-hibrida/,2026-09-10
fertisem.pe,11455,Semillas de Betarraga F1 Híbrida Sobre 10gr,,Semillas de Hortalizas,16.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-betarraga-f1-hibrida/,2026-09-10
fertisem.pe,11452,Semillas de Zanahoria Imperial F1 Hibrida Sobre 5gr,,Semillas de Hortalizas,16.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-zanahoria-imperial-f1-hibrida/,2026-09-10
fertisem.pe,11449,Semillas de Tomate Rambo Rio Grande F1 Hibrido Sobre 22 Semillas,,Semillas de Hortalizas,16.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-tomate-rambo-rio-grande-f1-hibrido/,2026-09-10
fertisem.pe,11446,Semillas de Pimiento F1 Híbrido Sobre 40 Semillas,,Semillas de Hortalizas,15.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-pimiento-f1-hibrido/,2026-09-10
fertisem.pe,11442,Semillas de col redonda f1 hibrida Sobre 180 Semillas,0.0100,Semillas de Hortalizas,15.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-col-redonda-f1-hibrida/,2026-09-10
fertisem.pe,11436,Semillas de Cocona Criolla Gigante Sobre 1gr,,Semillas de Hortalizas,5.5,PEN,,,,,,True,https://fertisem.pe/producto/semillas-cocona-criolla-gigante/,2026-09-10
fertisem.pe,11433,Semillas de Ají Dulce Sobre 1.0gr,,Semillas de Hortalizas,5.5,PEN,,,,,,True,https://fertisem.pe/producto/semillas-de-aji-dulce-sierra-seeds-1g/,2026-09-10
fertisem.pe,11410,Attractive Fly – Atrayente Biológico con Proteínas hidrolizadas 1Litro,,Mosca de la fruta,45.0,PEN,,,,,,True,https://fertisem.pe/producto/attractive-fly-atrayente-mosca-fruta/,2026-09-10
fertisem.pe,11346,Nutrimax NPK 20-20-20 Plus Frasco 1L,,Fertilizantes foliares,28.0,PEN,,,,,,True,https://fertisem.pe/producto/nutrimax-20-20-20-plus-fertilizante-foliar/,2026-09-10
fertisem.pe,11342,Nutrimax Calcio Boro Frasco 1L,,Fertilizantes foliares,28.0,PEN,,,,,,True,https://fertisem.pe/producto/nutrimax-calcio-boro/,2026-09-10
fertisem.pe,11338,Semillas de Acelga Rainbow Mix Sobre 1gr,,Semillas de Hortalizas,5.5,PEN,,,,,,True,https://fertisem.pe/producto/semillas-acelga-rainbow-mix-sierra-seeds/,2026-09-10
fertisem.pe,11334,Semillas de Col de Bruselas Sobre 2gr,,Semillas de Hortalizas,5.5,PEN,,,,,,True,https://fertisem.pe/producto/semillas-col-bruselas-sierra-seeds-2g/,2026-09-10
fertisem.pe,11331,Semillas de Col China Pak Choi Sobre 2gr,,Semillas de Hortalizas,5.5,PEN,,,,,,True,https://fertisem.pe/producto/semillas-de-col-china-pak-choi-sobre-2gr/,2026-09-10
fertisem.pe,11327,Semillas de Col Rizada Kale Sobre 1.0gr,,Semillas de Hortalizas,5.5,PEN,,,,,,True,https://fertisem.pe/producto/semillas-col-rizada-kale-sierra-seeds/,2026-09-10
fertisem.pe,11324,Semillas de Rabanito Medio Largo Sobre 2.0gr,0.050,Semillas de Hortalizas,5.5,PEN,,,,,,True,https://fertisem.pe/producto/semillas-rabanito-medio-largo-rojo-punta-blanca/,2026-09-10
fertisem.pe,11321,Semillas de Espinaca Crespa Savoy Sobre 2gr,,Semillas de Hortalizas,5.5,PEN,,,,,,True,https://fertisem.pe/producto/semillas-espinaca-crespa-savoy-2g/,2026-09-10
fertisem.pe,11318,Semillas de Coliflor Green Macerata Verde Sobre 0.5gr,,Semillas de Hortalizas,5.5,PEN,,,,,,True,https://fertisem.pe/producto/semillas-coliflor-green-macerata-verde/,2026-09-10
fertisem.pe,11315,Semillas de Tomate Yellow Pear Sobre 0.5gr,,Semillas de Hortalizas,5.5,PEN,,,,,,True,https://fertisem.pe/producto/semillas-tomate-yellow-pear/,2026-09-10
fertisem.pe,11311,Semillas de Tomate Cherry Red Sobre 0.5gr,,Semillas de Hortalizas,5.5,PEN,,,,,,True,https://fertisem.pe/producto/semillas-tomate-cherry-red/,2026-09-10
fertisem.pe,11288,Semillas de Col Savoy Sobre 2.0gr,,Semillas de Hortalizas,5.5,PEN,,,,,,True,https://fertisem.pe/producto/semillas-col-savoy/,2026-09-10
fertisem.pe,11285,Semillas de Nabo Chino Criollo Sobre 2.0gr,,Semillas de Hortalizas,5.5,PEN,,,,,,True,https://fertisem.pe/producto/semillas-nabo-chino-criollo/,2026-09-10
fertisem.pe,11282,Semillas de Maracuyá Criolla Gigante Sobre 1.0gr,,Semillas de Frutas y Cucurbitáceas,6.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-de-maracuya-criolla-gigante-sobre-1-0gr/,2026-09-10
fertisem.pe,11231,Energía Complejo B Electrolitos,,"Vitaminas, Minerales y Reconstituyentes",16.0,PEN,,,,,,True,https://fertisem.pe/producto/energia-complejo-b-electrolitos/,2026-09-10
fertisem.pe,11225,Fórmula 1 FL Chica 5 a 10 kg 3 Meses,,Antiparasitarios,78.0,PEN,,,,,,True,https://fertisem.pe/producto/formula-1-fl-chica-5-a-10-kg/,2026-09-10
fertisem.pe,11222,Fórmula 1 FL Grande 20 a 40 kg 3 Meses,,Antiparasitarios,98.0,PEN,,,,,,True,https://fertisem.pe/producto/formula-1-fl-grande-20-a-40-kg/,2026-09-10
fertisem.pe,11218,Fórmula 1 FL Mediana 10 a 20 kg 3 Meses,,Antiparasitarios,86.0,PEN,,,,,,True,https://fertisem.pe/producto/formula-1-fl-mediana-10-20-kg/,2026-09-10
fertisem.pe,11215,Fórmula 1 FL Mini 2 a 5 kg 3 Meses,,Antiparasitarios,70.0,PEN,,,,,,True,https://fertisem.pe/producto/formula-1-fl-mini-2-a-5-kg/,2026-09-10
fertisem.pe,11211,Leche para Perritos Cani Lac Caja 200gr,,Suplementos nutricionales,20.0,PEN,,,,,,True,https://fertisem.pe/producto/leche-para-perritos-cani-lac-200-g/,2026-09-10
fertisem.pe,11208,Cascol Frasco 120ml,,Dermatológicos y Cicatrizantes,25.0,PEN,,,,,,True,https://fertisem.pe/producto/cascol-frasco-120ml/,2026-09-10
fertisem.pe,11205,Vanodine Desinfectante Veterinario Frasco 1L,,Insecticidas para Salud Pública y Uso Industrial,115.0,PEN,,,,,,True,https://fertisem.pe/producto/vanodine-desinfectante-veterinario/,2026-09-10
fertisem.pe,11202,GF-120 Insecticida para Mosca de la Fruta Galón 4L,,Insecticidas agricolas,330.0,PEN,,,,,,True,https://fertisem.pe/producto/gf-120-insecticida-mosca-fruta/,2026-09-10
fertisem.pe,11196,Semillas de Estragón Común Sobre 0.5gr,,Semillas de Infusiones y Aromáticas,7.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-estragon-comun/,2026-09-10
fertisem.pe,11193,Semillas de Zapallo Crespo Tambeño Sobre 4.0gr,,Semillas de Frutas y Cucurbitáceas | Semillas de Hortalizas,6.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-zapallo-crespo-tambeno-4g/,2026-09-10
fertisem.pe,11190,Semillas de Huacatay Común Sobre 0.5gr,,Semillas de Infusiones y Aromáticas,7.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-de-huacatay-comun-sobre-0-5gr/,2026-09-10
fertisem.pe,11187,Semillas de Granadilla Colombiana Sobre 1.0gr,,Semillas de Frutas y Cucurbitáceas,6.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-de-granadilla-colombiana/,2026-09-10
fertisem.pe,11178,Semillas de Eneldo Común Sobre 0.5gr,,Semillas de Infusiones y Aromáticas,7.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-eneldo-comun-para-huerto/,2026-09-10
fertisem.pe,11175,Semillas de Rúcula Común Sobre 2.0gr,,Semillas de Infusiones y Aromáticas,7.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-rucula-comun/,2026-09-10
fertisem.pe,11172,Semillas de Hinojo Común Sobre 1.0gr,,Semillas de Infusiones y Aromáticas,7.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-hinojo-comun-para-huerto/,2026-09-10
fertisem.pe,11168,Semillas de Romero Común Sobre 0.16gr,,Semillas de Infusiones y Aromáticas,7.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-romero-comun-para-huerto/,2026-09-10
fertisem.pe,11165,Semillas de Borraja Común Sobre 1.0gr,,Semillas de Infusiones y Aromáticas,7.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-de-borraja-comun/,2026-09-10
fertisem.pe,11159,Semillas de Berro Común Sobre 0.5gr,,Semillas de Infusiones y Aromáticas,7.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-de-berro-comun/,2026-09-10
fertisem.pe,11155,Semillas de Ruda Común Sobre 0.5gr,,Semillas de Infusiones y Aromáticas,7.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-de-ruda-comun-sierra-seeds-05g/,2026-09-10
fertisem.pe,11152,Semillas de Tomillo Sobre 0.5gr,,Semillas de Infusiones y Aromáticas,7.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-de-tomillo-sierra-seeds-05g/,2026-09-10
fertisem.pe,11148,Semillas de coca común Sobre 0.5gr,,Semillas de Infusiones y Aromáticas,7.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-de-coca-comun/,2026-09-10
fertisem.pe,11131,Semillas de Ipomea Choice Variado Sobre 0.5gr,,Semillas de Flores,8.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-ipomea-choice-variado/,2026-09-10
fertisem.pe,11128,Semillas de Arvejilla Olorosa Sobre 0.5gr,,Semillas de Flores,8.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-arvejilla-olorosa/,2026-09-10
fertisem.pe,11125,Semillas de Caléndula Doble Variado Sobre 0.5gr,,Semillas de Flores,8.0,PEN,,,,,,False,https://fertisem.pe/producto/semillas-calendula-doble-variado/,2026-09-10
fertisem.pe,11122,Semillas de Portulaca Doble Variado Sobre 0.5gr,,Semillas de Flores,8.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-portulaca-doble-variado/,2026-09-10
fertisem.pe,11119,Semillas de Girasol Full Fire Peluche Sobre 20 Semillas,,Semillas de Flores,8.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-girasol-full-fire-peluche/,2026-09-10
fertisem.pe,11116,Semillas de Girasol Orange Red Fire Sobre 20 Semillas,,Semillas de Flores,8.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-girasol-orange-red-fire/,2026-09-10
fertisem.pe,11113,Semillas de Mastuerzo Variado Sobre 0.5gr,,Semillas de Flores,8.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-mastuerzo-variado/,2026-09-10
fertisem.pe,11110,Semillas de Gypsophila Rosa Sobre 0.5gr,,Semillas de Flores,8.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-de-gypsophila-rosa/,2026-09-10
fertisem.pe,11107,Semillas de Gypsophila Blanca Sobre 0.5gr,,Semillas de Flores,8.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-gypsophila-blanca/,2026-09-10
fertisem.pe,11104,Semillas de Dogo Alto Variado Sobre 0.5gr,,Semillas de Flores,8.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-dogo-alto-variado/,2026-09-10
fertisem.pe,11101,Semillas de Digitale purpurea Excelsior Variado Sobre 0.5gr,,Semillas de Flores,8.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-digitalis-excelsior-variado/,2026-09-10
fertisem.pe,11098,Semillas de Diego de la Noche Variado Sobre 0.5gr,,Semillas de Flores,8.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-diego-de-la-noche-variado/,2026-09-10
fertisem.pe,11095,Semillas de Celosia Cresta de Gallo Enana Variada Sobre 0.5gr,,Semillas de Flores,8.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-celosia-cresta-gallo-enana-variada/,2026-09-10
fertisem.pe,11092,Semillas de Dalia Variado Sobre 0.5gr,,Semillas de Flores,8.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-de-dalia-variado/,2026-09-10
fertisem.pe,11089,Semillas de Centaurea Variado Sobre 0.5gr,,Semillas de Flores,8.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-centaurea-variado/,2026-09-10
fertisem.pe,11086,Semillas de Aster Variado Sobre 0.5gr,,Semillas de Flores,8.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-de-aster-variado/,2026-09-10
fertisem.pe,11082,Semillas de Aliso Morado Sobre 0.5gr,,Semillas de Flores,8.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-de-aliso-morado/,2026-09-10
fertisem.pe,11079,Semillas de Aliso Cesta de Plata Sobre 0.5gr,,Semillas de Flores,8.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-aliso-cesta-plata-05g/,2026-09-10
fertisem.pe,11076,Semillas de Agerato Enano Azul Soobre 0.5gr,,Semillas de Flores,8.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-agerato-enano-azul/,2026-09-10
fertisem.pe,11073,Semillas de Zinnia Gigante Doble Sobre 0.5gr,,Semillas de Flores,8.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-zinnia-gigante-doble/,2026-09-10
fertisem.pe,11069,Semillas de Statice Variado Sobre 0.5gr,,Semillas de Flores,8.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-de-statice-variado/,2026-09-10
fertisem.pe,11066,Semillas de Statice Rosado Sobre 05gr,,Semillas de Flores,8.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-statice-rosado/,2026-09-10
fertisem.pe,11063,Semillas de Statice Amarillo Sobre 0.5gr,,Semillas de Flores,8.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-statice-amarillo/,2026-09-10
fertisem.pe,11059,Semillas de Portulaca Simple Variado Sobre 0.5gr,,Semillas de Flores,8.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-portulaca-simple-variado/,2026-09-10
fertisem.pe,11056,Semillas de Mesembriantemo Enano Variado Sobre 0.5gr,,Semillas de Flores,8.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-mesembriantemo-enano-variado/,2026-09-10
fertisem.pe,11053,Semillas de Phox Enano Variado Sobre 0.5gr,,Semillas de Flores,8.0,PEN,,,,,,True,https://fertisem.pe/producto/semillas-phox-enano-variado/,2026-09-10
fertisem.pe,10982,Cytoplex Citoquinina Frasco 1L,,Bioestimulantes,85.0,PEN,,,,,,True,https://fertisem.pe/producto/cytoplex-citoquinina-bioestimulante-organico/,2026-09-10
fertisem.pe,10976,Enervit Suplemento Nutricional Vitaminado para Animales Frasco 250ml,,"Vitaminas, Minerales y Reconstituyentes",40.0,PEN,,,,,,True,https://fertisem.pe/producto/enervit-suplemento-nutricional-animales/,2026-09-10
fertisem.pe,10949,Phyton 27 Fungicida Bactericida,,Fungicidas agrícolas,75.0,PEN,,,,,,True,https://fertisem.pe/producto/phyton-27-fungicida-bactericida/,2026-09-10
fertisem.pe,10945,Aceite de Neem Nimbiol 0.1 EC Insecticida Biológico Frasco 1L,,Productos biológicos agrícolas,120.0,PEN,,,,,,True,https://fertisem.pe/producto/nimbiol-01-ec-aceite-de-neem/,2026-09-10
fertisem.pe,10924,Semilla de Lechuga Americana F1 Híbrida Sobre 1300 Semillas,,Semillas de Hortalizas,15.0,PEN,,,,,,True,https://fertisem.pe/producto/semilla-lechuga-americana-f1/,2026-09-10
fertisem.pe,10921,Semilla de Ají Amarillo F1 Híbrida Sobre 22 Semillas,,Semillas de Hortalizas,15.0,PEN,,,,,,True,https://fertisem.pe/producto/semilla-aji-amarillo-f1-sierra-seeds/,2026-09-10
fertisem.pe,10917,Semilla de Col China F1 Híbrida Sobre 3gr,,Semillas de Hortalizas,15.0,PEN,,,,,,True,https://fertisem.pe/producto/semilla-col-china-f1-3g/,2026-09-10
fertisem.pe,10910,Semilla de Espinaca F1 Pv 1369 Híbrida Sobre 10gr,,Semillas de Hortalizas,15.0,PEN,,,,,,True,https://fertisem.pe/producto/espinaca-f1-pv-1369-sierra-seeds-10g/,2026-09-10
fertisem.pe,10903,Kalifol Plus Bioestimulante Frasco 1L,,Bioestimulantes,48.0,PEN,,,,,,True,https://fertisem.pe/producto/kalifol-plus-bioestimulante-agricola/,2026-09-10
fertisem.pe,10771,Wuxal Potasio Frasco 1L,,Fertilizantes foliares,68.0,PEN,,,,,,True,https://fertisem.pe/producto/wuxal-potasio/,2026-09-10
fertisem.pe,10174,Eficaz Pour On Antiparasitario Externo,,Antiparasitarios,15.0,PEN,,,,,,True,https://fertisem.pe/producto/eficaz-pour-on-antiparasitario-externo/,2026-09-10
fertisem.pe,10750,TIFON MAX Insecticida Diazinon 450 g/L EC | Fertisem,,Insecticidas para Salud Pública y Uso Industrial,95.0,PEN,,,,,,True,https://fertisem.pe/producto/tifon-max-insecticida-diazinon-450-gl/,2026-09-10
fertisem.pe,10508,Nutrimax Folygrow 11-8-6 Frasco 1L,,Fertilizantes foliares,28.0,PEN,,,,,,True,https://fertisem.pe/producto/nutrimax-folygrow-11-8-6/,2026-09-10
fertisem.pe,10503,Antivam Pasta Tópica Vampiricida 50gr,,Antiparasitarios,25.0,PEN,,,,,,True,https://fertisem.pe/producto/antivam-pasta-topica-vampiricida-50g/,2026-09-10
fertisem.pe,10499,Leche Para Gatitos Michi Lac Caja 200gr,,Suplementos nutricionales,20.0,PEN,,,,,,True,https://fertisem.pe/producto/leche-para-gatitos-michi-lac/,2026-09-10
fertisem.pe,10496,Broncotex Oro Gotas 20ml,,Antibióticos,15.0,PEN,,,,,,True,https://fertisem.pe/producto/broncotex-oro-gotas-20ml/,2026-09-10
fertisem.pe,10491,Sulfa SK Polvo soluble,,Antibióticos,5.0,PEN,,,,,,True,https://fertisem.pe/producto/sulfa-sk-100g-polvo-soluble-veterinario/,2026-09-10
fertisem.pe,10488,Tappom E Plus Sobre 100gr,,Antibióticos,25.0,PEN,,,,,,True,https://fertisem.pe/producto/tappom-e-plus-polvo-soluble-veterinario/,2026-09-10
fertisem.pe,10485,Semilla Vainita Jade Sobre 10.0gr,,Semillas de Hortalizas,5.5,PEN,,,,,,True,https://fertisem.pe/producto/semilla-vainita-jade/,2026-09-10
fertisem.pe,10482,Semilla Sacha Culantro Sobre 1.0gr,,Semillas de Hortalizas,5.5,PEN,,,,,,True,https://fertisem.pe/producto/semilla-sacha-culantro/,2026-09-10
fertisem.pe,10479,Semilla Nabo Cuello Morado Sobre 2.0gr,,Semillas de Hortalizas,5.5,PEN,,,,,,True,https://fertisem.pe/producto/semilla-nabo-cuello-morado/,2026-09-10
fertisem.pe,10473,Semilla Nabo Martillo Sobre 2.0gr,,Semillas de Hortalizas,5.5,PEN,,,,,,True,https://fertisem.pe/producto/semilla-nabo-martillo/,2026-09-10
fertisem.pe,10469,Semilla Poro Elefante Sobre 2.0gr,,Semillas de Hortalizas,5.5,PEN,,,,,,True,https://fertisem.pe/producto/semilla-poro-elefante/,2026-09-10
fertisem.pe,10466,Semilla Espárrago Sobre 1.0gr,,Semillas de Hortalizas,5.5,PEN,,,,,,True,https://fertisem.pe/producto/semilla-esparrago-sierra-seeds/,2026-09-10
fertisem.pe,10463,Semillas de Melón Honey Dew Green Flesh Sobre 2.0gr,,Semillas de Frutas y Cucurbitáceas,6.0,PEN,,,,,,True,https://fertisem.pe/producto/semilla-melon-honey-dew-green-flesh-sobre-2-0gr/,2026-09-10
fertisem.pe,10460,Semillas de Melón Hales Best Jumbo Sobre 2.0gr,,Semillas de Frutas y Cucurbitáceas,6.0,PEN,,,,,,True,https://fertisem.pe/producto/semilla-melon-hales-best-jumbo-sobre-2-0gr/,2026-09-10
fertisem.pe,10457,Semilla Col Morada Lombarda Sobre 2.0gr,,Semillas de Hortalizas,5.5,PEN,,,,,,True,https://fertisem.pe/producto/semilla-col-morada-lombarda/,2026-09-10
fertisem.pe,10454,Semilla Coliflor Sicily Purple &#8211; Morada Sobre 0.5gr,,Semillas de Hortalizas,5.5,PEN,,,,,,True,https://fertisem.pe/producto/semilla-coliflor-sicily-purple-morada/,2026-09-10
fertisem.pe,10451,Semilla Albahaca Morada Sobre 1.0gr,,Semillas de Hortalizas,5.5,PEN,,,,,,True,https://fertisem.pe/producto/semilla-albahaca-morada-sierra-seeds-1g/,2026-09-10
fertisem.pe,10187,Semilla Maíz Morado Sobre 10gr,0.05,Semillas de Maíz,5.5,PEN,,,,,,True,https://fertisem.pe/producto/semilla-maiz-morado-sierra-seeds/,2026-09-10
fertisem.pe,10184,Semillas de Papaya Criolla Morada Sobre 10gr,,Semillas de Frutas y Cucurbitáceas,6.0,PEN,,,,,,True,https://fertisem.pe/producto/semilla-papaya-criolla-morada/,2026-09-10
