cultivo,plaga,producto,ingrediente_activo,clase,toxicidad,dosis_min,dosis_max,unidad_dosis,dosis_estimada,cilindros_por_ha,precio_usd_kg,costo_ha_min_usd,costo_ha_max_usd,costo_ha_min_fob_usd,carencia_dias,lmr_ppm,titular,registro
Brassica oleracea / Col silvestre,Pulgón de la col,ONCOL 40 CE,BENFURACARB,"Insecticida, Nematicida",Moderadamente Peligroso,1.6,1.6,lt,True,2.0,45.5871,72.94,72.94,29.62,45,,ADAMA AGRICULTURE PERU S.A.,176-96-AG-SENASA
Brócoli / Brécol,Mosca blanca,APPLAUD,BUPROFEZIN,Insecticida,Ligeramente Peligroso,0.4,0.4,kg,True,2.0,53.6318,21.45,21.45,5.53,3,0.05,TECNOLOGIA QUIMICA Y COMERCIO S.A,166-96-AG-SENASA
Brócoli / Brécol,Polilla del dorso de diamante,NALA-T,METHOMYL,Insecticida,Altamente Peligroso,0.2,0.4,kl,False,,53.6318,10.73,21.45,1.87,3,2,TECNOLOGIA QUIMICA Y COMERCIO S.A,PQUA N° 3107-SENASA
Brócoli / Brécol,Polilla del dorso de diamante,KUROMIL 90 PS,METHOMYL,Insecticida,Altamente Peligroso,0.4,0.6,kl,False,,47.6728,19.07,28.6,3.94,4,3,ARIS INDUSTRIAL S.A.,PQUA N° 2142-SENASA
Brócoli / Brécol,Polilla del dorso de diamante,ATABRON,CHLORFLUAZURON,Insecticida,Ligeramente Peligroso,0.4,0.6,lt,False,,53.6318,21.45,32.18,5.89,10,2,ADAMA AGRICULTURE PERU S.A.,PQUA N° 2247-SENASA
Brócoli / Brécol,Polilla del dorso de diamante,LEPIBAC 10 PM,BACILLUS THURINGIENSIS VAR. KURSTAKI,Insecticida Biológico,Ligeramente Peligroso,0.7,0.7,kg,True,2.0,36.6484,25.65,25.65,3.68,,,SILVESTRE PERU S.A.C.,PBUA N° 009-SENASA
Brócoli / Brécol,Polilla del dorso de diamante,LARVIX,METHOMYL,Insecticida,Altamente Peligroso,0.42,0.42,kg,False,,65.55,27.53,27.53,4.06,3,0.02,COMERCIAL ANDINA INDUSTRIAL S.A.C,PQUA N° 229-SENASA
Brócoli / Brécol,Polilla del dorso de diamante,ABSOLUTE 60 SC,SPINETORAM,Insecticida,Ligeramente Peligroso,0.1,0.1,lt,False,,291.9956,29.2,29.2,8.76,1,0.05,CORTEVA AGRISCIENCE PERU S.A.C,PQUA N° 206-SENASA
Brócoli / Brécol,Polilla del dorso de diamante,PROCLAIM OPTI,EMAMECTIN BENZOATO,Insecticida,Moderadamente Peligroso,0.2,0.2,kg,False,,178.7728,35.75,35.75,11.96,15,0.05,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N°1511-SENASA
Brócoli / Brécol,Polilla del dorso de diamante,EN VIVO SC,MAMESTRA BRASSICAE VIRUS DE LA POLIEDROSIS NUCLEAR,Insecticida,,0.5,0.5,lt,True,2.0,101.3046,50.65,50.65,20.54,,,POINT ANDINA S.A,004-SENASA-PBA-ACBM
Brócoli / Brécol,Pulgón de la col,ONCOL 40 CE,BENFURACARB,"Insecticida, Nematicida",Moderadamente Peligroso,0.2,0.2,lt,True,2.0,45.5871,9.12,9.12,3.7,45,,ADAMA AGRICULTURE PERU S.A.,176-96-AG-SENASA
Brócoli / Brécol,REGULADOR DE CRECIMIENTO DE PLANTAS,TRIGGRR FOLIAR,CITOQUININAS,,Ligeramente Peligroso,1.0,1.0,lt,True,2.0,32.775,32.77,32.77,12.67,,,FARMEX S A,PBUA Nº 212-SENASA
Cacao,Carmenta negra,BTK-CROPS,BACILLUS THURINGIENSIS VAR. KURSTAKI,Insecticida,Ligeramente Peligroso,0.6,1.0,lt,True,2.0,44.6932,26.82,44.69,4.5,,,CROPS PROTECTION S.A.C.,073-SENASA-PBA-ACBM
Cacao,Carmenta negra,EN VIVO SC,MAMESTRA BRASSICAE VIRUS DE LA POLIEDROSIS NUCLEAR,Insecticida,,0.5,0.5,lt,True,2.0,101.3046,50.65,50.65,20.54,,,POINT ANDINA S.A,004-SENASA-PBA-ACBM
Cacao,Moniliasis del Cacao,AMISTAR TOP,"AZOXYSTROBIN, DIFENOCONAZOLE",Fungicida,Moderadamente Peligroso,0.5,0.5,lt,False,,105.7739,52.89,52.89,20.78,30,,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 327-SENASA
Cacao,Podredumbre morena,EPICO 750 WG,"TEBUCONAZOLE, AZOXYSTROBIN",Fungicida,Ligeramente Peligroso,0.2,0.4,kg,True,2.0,148.9773,29.8,59.59,2.47,14,,SILVESTRE PERU S.A.C.,PQUA N° 686-SENASA
Cacao,Podredumbre morena,TRICOX,"TRICHODERMA HARZIANUM, TRICHODERMA KONINGII","Nematicida, Fungicida",Ligeramente Peligroso,2.0,2.0,kg,False,,56.6114,113.22,113.22,46.08,,,NEOAGRUM S.A.,PBUA N° 162-SENASA
Cacao,Pudrición de la flecha,VACOMIL PLUS 50,"OXICLORURO DE COBRE, METALAXYL",Fungicida,Ligeramente Peligroso,0.6,2.0,kg,True,2.0,44.6932,26.82,89.39,3.25,28,,SILVESTRE PERU S.A.C.,994-2001-AG-SENASA
Cacao,Pudrición de la flecha,DEFENSE 80 WP,FOSETYL-ALUMINIUM,Fungicida,Ligeramente Peligroso,1.0,1.0,kg,True,2.0,47.6728,47.67,47.67,5.14,30,2,HORTUS S A,PQUA N° 1811-SENASA
Café,,AGRISPON,EXTRACTO VEGETAL (VARIOS),Bioestimulante,Ligeramente Peligroso,0.5,0.5,lt,False,,47.6728,23.84,23.84,3.4,,,SILVESTRE PERU S.A.C.,PBUA N° 135-SENASA
Café,,RYZ UP,GIBBERELLIC ACID,Regulador de Crecimiento de Plantas,Ligeramente Peligroso,0.2,1.0,lt,True,2.0,333.7093,66.74,333.71,6.55,14,0.15,SMTM PERU SAC,PBUA N° 016-SENASA
Café,Broca del cafe,YUNKE,"FIPRONIL, IMIDACLOPRID",Insecticida,Moderadamente Peligroso,0.5,0.5,lt,True,2.0,55.1216,27.56,27.56,6.59,94,,HORTUS S A,PQUA Nº 1012-SENASA
Café,Broca del cafe,MATRIX 200 SC,FIPRONIL,Insecticida,Moderadamente Peligroso,0.4,0.4,lt,True,2.0,77.4682,30.99,30.99,4.8,7,0.005,SILVESTRE PERU S.A.C.,PQUA N° 250-SENASA
Café,Broca del cafe,OCAREN,"PROFENOFOS, FIPRONIL",Insecticida,Moderadamente Peligroso,0.5,0.6,lt,True,2.0,125.141,62.57,75.08,5.3,,,INTEROC SOCIEDAD  ANONIMA,PQUA N° 426-SENASA
Café,Broca del cafe,INCIPIO 200 SC,ISOCYCLOSERAM,Insecticida,Ligeramente Peligroso,0.2,0.2,lt,True,2.0,357.5456,71.51,71.51,23.33,21,0.04,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 3368-SENASA
Café,CUAJADO DE FRUTOS,BIOZYME TF,"MICROELEMENTOS, CITOQUININAS, EXTRACTOS VEGETALES Y FITOHORMONAS, AUXINAS, GIBBERELLIC ACID",Regulador de Crecimiento de Plantas,Ligeramente Peligroso,0.5,1.0,,True,2.0,46.183,23.09,46.18,6.03,,,UPL PERU S.A.C.,PBUA N° 042-SENASA
Café,Grama china (gramalote),DESTRUCTOR,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,2.0,6.0,lt,False,,6.6742,13.35,40.05,4.42,15,1,FARMAGRO S A,067-96-AG-SENASA
Café,Grama dulce / Pasto Bermuda,BAZUKA,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,3.0,6.0,lt,False,,8.3427,25.03,50.06,4.99,,0.1,TECNOLOGIA QUIMICA Y COMERCIO S.A,PQUA N° 500-SENASA
Café,Gramalote,DESTRUCTOR,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,2.0,6.0,lt,False,,6.6742,13.35,40.05,4.42,15,1,FARMAGRO S A,067-96-AG-SENASA
Café,Kikuyo,DESTRUCTOR,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,2.0,6.0,lt,False,,6.6742,13.35,40.05,4.42,15,1,FARMAGRO S A,067-96-AG-SENASA
Café,MALEZAS ANUALES,ROUNDUP,GLYPHOSATE ISOPROPILAMINE,Herbicida,Moderadamente Peligroso,2.0,3.0,lt,False,,13.408,26.82,40.22,6.26,,0.1,BAYER S.A.,PQUA N° 264-SENASA
Café,MALEZAS PERENNES,ROUNDUP,GLYPHOSATE ISOPROPILAMINE,Herbicida,Moderadamente Peligroso,4.0,6.0,lt,False,,13.408,53.63,80.45,12.53,,0.1,BAYER S.A.,PQUA N° 264-SENASA
Café,Ojo de gallo,AMISTAR ZTRA,"CYPROCONAZOLE, AZOXYSTROBIN",Fungicida,Moderadamente Peligroso,0.5,0.5,lt,False,,64.0603,32.03,32.03,15.6,15,0.1,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 785- SENASA
Café,Ojo de gallo,ALTO 100 SL,CYPROCONAZOLE,Fungicida,Ligeramente Peligroso,0.3,0.3,lt,False,,114.7126,34.41,34.41,14.87,15,0.07,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 2928-SENASA
Café,Ojo de gallo,OPERA,"PYRACLOSTROBIN, EPOXICONAZOLE",Fungicida,Moderadamente Peligroso,0.7,0.8,lt,True,2.0,86.4069,60.48,69.13,15.48,45,,BASF PERUANA S A,PQUA N° 064-SENASA
Café,Panicum,HERBOSATO,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,4.0,6.0,lt,False,,8.0448,32.18,48.27,7.69,,0.1,DROKASA  PERU S.A,PQUA N°2228-SENASA
Café,Phoma,CANTUS,BOSCALID,Fungicida,Ligeramente Peligroso,0.15,0.15,kg,True,2.0,165.3649,24.8,24.8,7.28,45,0.05,BASF PERUANA S A,PQUA N° 168-SENASA
Café,Roya del cafeto,TEBUSAC 25 EW,TEBUCONAZOLE,Fungicida,Ligeramente Peligroso,0.4,0.5,lt,True,2.0,27.7098,11.08,13.85,2.63,30,0.1,HORTUS S A,PQUA N° 115-SENASA
Café,Roya del cafeto,TENAZ 250 EW,TEBUCONAZOLE,Fungicida,Ligeramente Peligroso,0.5,0.6,lt,True,2.0,35.7546,17.88,21.45,2.1,30,0.1,NEOAGRUM S.A.,PQUA N° 132-SENASA
Café,Roya del cafeto,VYDAN 250 EC,TRIADIMENOL,Fungicida,Ligeramente Peligroso,0.4,0.4,lt,True,2.0,47.6728,19.07,19.07,4.2,15,0.5,SILVESTRE PERU S.A.C.,634-98-AG-SENASA
Café,Roya del cafeto,PIRAMIDE 250 EW,TEBUCONAZOLE,Fungicida,Moderadamente Peligroso,0.6,0.6,lt,True,2.0,35.7546,21.45,21.45,4.61,30,0.1,POINT ANDINA S.A,PQUA N° 315-SENASA
Café,Roya del cafeto,CONFIEE 325 SC,"AZOXYSTROBIN, DIFENOCONAZOLE",Fungicida,Ligeramente Peligroso,0.3,0.3,lt,True,2.0,72.9989,21.9,21.9,2.1,30,,NEOAGRUM S.A.,PQUA N° 1095-SENASA
Café,Roya del cafeto,ALTO 100 SL,CYPROCONAZOLE,Fungicida,Ligeramente Peligroso,0.25,0.3,lt,False,,114.7126,28.68,34.41,12.4,15,0.07,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 2928-SENASA
Café,Roya del cafeto,IMPERIO,"TEBUCONAZOLE, AZOXYSTROBIN",Fungicida,Ligeramente Peligroso,0.6,0.6,lt,True,2.0,52.1421,31.29,31.29,4.69,30,,HORTUS S A,PQUA Nº 1141-SENASA
Café,Roya del cafeto,AMISTAR ZTRA,"CYPROCONAZOLE, AZOXYSTROBIN",Fungicida,Moderadamente Peligroso,0.5,0.5,lt,False,,64.0603,32.03,32.03,15.6,15,0.1,SYNGENTA CROP PROTECTION S.A. SUCURSAL PERU,PQUA N° 785- SENASA
Café,Roya del cafeto,TRICOX,"TRICHODERMA HARZIANUM, TRICHODERMA KONINGII","Nematicida, Fungicida",Ligeramente Peligroso,1.0,1.0,kg,False,,56.6114,56.61,56.61,23.04,,,NEOAGRUM S.A.,PBUA N° 162-SENASA
Café,Roya del cafeto,EPICO 750 WG,"TEBUCONAZOLE, AZOXYSTROBIN",Fungicida,Ligeramente Peligroso,0.4,0.4,kg,True,2.0,148.9773,59.59,59.59,4.93,30,,SILVESTRE PERU S.A.C.,PQUA N° 686-SENASA
Café,Roya del cafeto,OPERA,"PYRACLOSTROBIN, EPOXICONAZOLE",Fungicida,Moderadamente Peligroso,0.7,0.8,lt,True,2.0,86.4069,60.48,69.13,15.48,45,,BASF PERUANA S A,PQUA N° 064-SENASA
Café,Roya del cafeto,SERENADE ASO,BACILLUS AMYLOLIQUEFACIENS,Fungicida,Ligeramente Peligroso,3.0,3.0,lt,True,2.0,28.3057,84.92,84.92,29.26,,,BAYER S.A.,PBUA N° 090-SENASA
Café,Roya del cafeto,NATIVO 75 WG,"TRIFLOXYSTROBIN, TEBUCONAZOLE",Fungicida,Ligeramente Peligroso,0.4,0.4,kg,True,2.0,244.3228,97.73,97.73,35.24,14,,BAYER S.A.,PQUA N° 193-SENASA
Café,Verdolaga,DESTRUCTOR,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,2.0,6.0,lt,False,,6.6742,13.35,40.05,4.42,15,1,FARMAGRO S A,067-96-AG-SENASA
Caqui,Cochinilla harinosa,CIGARAL 70 WP,IMIDACLOPRID,Insecticida,Ligeramente Peligroso,0.15,2.0,kg,True,2.0,96.8353,14.53,193.67,2.04,42,0.05,HORTUS S A,PQUA N° 1440-SENASA
Caña de azúcar,,METSUL 50%,METSULFURON-METHYL,Herbicida,Ligeramente Peligroso,0.008,0.008,kl,False,,744.8867,5.96,5.96,0.23,,0.05,HORTUS S A,PQUA N° 370-SENASA
Caña de azúcar,,AGRISPON,EXTRACTO VEGETAL (VARIOS),Bioestimulante,Ligeramente Peligroso,0.5,1.0,lt,False,,47.6728,23.84,47.67,3.4,,,SILVESTRE PERU S.A.C.,PBUA N° 135-SENASA
Caña de azúcar,Aguaymanto,SELLADOR 400 EC,PENDIMETHALIN,Herbicida,Ligeramente Peligroso,2.5,2.5,lt,False,,13.408,33.52,33.52,9.93,,0.1,NEOAGRUM S.A.,PQUA N° 146-SENASA
Caña de azúcar,Alfalfilla,HUELLA 720 SL,"2,4-D",Herbicida,Ligeramente Peligroso,3.0,3.0,lt,False,,13.408,40.22,40.22,4.19,,,NEOAGRUM S.A.,PQUA N° 358-SENASA
Caña de azúcar,Amor seco,RANGER FLASH 500 FW,ATRAZINE,Herbicida,Ligeramente Peligroso,2.0,2.0,lt,False,,11.9182,23.84,23.84,4.44,,0.2,FARMAGRO S A,PQUA N° 1310-SENASA
Caña de azúcar,Amor seco,OH-BAMA,"2,4-D",Herbicida,Moderadamente Peligroso,2.0,2.0,lt,False,,14.3018,28.6,28.6,2.9,,0.05,DROKASA  PERU S.A,PQUA N° 413-SENASA
Caña de azúcar,Amor seco,EMBATE 480 SL,GLYPHOSATE,Herbicida,Ligeramente Peligroso,4.0,6.0,lt,False,,7.8213,31.29,46.93,6.24,,30,SILVESTRE PERU S.A.C.,984-2000-AG-SENASA
Caña de azúcar,Amor seco,PAKATAN 500 FW,AMETRYN,Herbicida,Ligeramente Peligroso,4.0,6.0,lt,False,,9.8325,39.33,58.99,10.82,30,0.25,NEOAGRUM S.A.,963-2000-AG-SENASA
Caña de azúcar,Amor seco,PAKATAN 500 FW,AMETRYN,Herbicida,Moderadamente Peligroso,4.0,6.0,lt,False,,9.8325,39.33,58.99,10.82,,0.05,NEOAGRUM S.A.,PQUA N° 3542-SENASA
Caña de azúcar,Amor seco,HUELLA 720 SL,"2,4-D",Herbicida,Ligeramente Peligroso,3.0,3.0,lt,False,,13.408,40.22,40.22,4.19,,,NEOAGRUM S.A.,PQUA N° 358-SENASA
Caña de azúcar,Anisillo,HUELLA 720 SL,"2,4-D",Herbicida,Ligeramente Peligroso,3.0,3.0,lt,False,,13.408,40.22,40.22,4.19,,,NEOAGRUM S.A.,PQUA N° 358-SENASA
Caña de azúcar,Arrocillo o caminadora,SANFOSATO,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,3.0,4.0,lt,False,,5.3632,16.09,21.45,5.5,15,0.1,ARIS INDUSTRIAL S.A.,481-97-AG-SENASA
Caña de azúcar,Cadillo,SANFOSATO,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,3.0,4.0,lt,False,,5.3632,16.09,21.45,5.5,15,0.1,ARIS INDUSTRIAL S.A.,481-97-AG-SENASA
Caña de azúcar,Cadillo,EMBATE 480 SL,GLYPHOSATE,Herbicida,Ligeramente Peligroso,4.0,6.0,lt,False,,7.8213,31.29,46.93,6.24,,30,SILVESTRE PERU S.A.C.,984-2000-AG-SENASA
Caña de azúcar,Cadillo,PAKATAN 500 FW,AMETRYN,Herbicida,Ligeramente Peligroso,4.0,6.0,lt,False,,9.8325,39.33,58.99,10.82,30,0.25,NEOAGRUM S.A.,963-2000-AG-SENASA
Caña de azúcar,Cadillo,PAKATAN 500 FW,AMETRYN,Herbicida,Moderadamente Peligroso,4.0,6.0,lt,False,,9.8325,39.33,58.99,10.82,,0.05,NEOAGRUM S.A.,PQUA N° 3542-SENASA
Caña de azúcar,Capulí cimarrón,OH-BAMA,"2,4-D",Herbicida,Moderadamente Peligroso,2.0,2.0,lt,False,,14.3018,28.6,28.6,2.9,,0.05,DROKASA  PERU S.A,PQUA N° 413-SENASA
Caña de azúcar,Cardo santo,SELLADOR 400 EC,PENDIMETHALIN,Herbicida,Ligeramente Peligroso,2.5,2.5,lt,False,,13.408,33.52,33.52,9.93,90,0.1,NEOAGRUM S.A.,PQUA N° 146-SENASA
Caña de azúcar,Chamico,RANGER FLASH 500 FW,ATRAZINE,Herbicida,Ligeramente Peligroso,2.0,2.0,lt,False,,11.9182,23.84,23.84,4.44,,0.2,FARMAGRO S A,PQUA N° 1310-SENASA
Caña de azúcar,Chamico,AVOID,ATRAZINE,Herbicida,Ligeramente Peligroso,2.0,4.0,lt,False,,14.8977,29.8,59.59,5.86,45,0.05,HORTUS S A,PQUA N° 670-SENASA
Caña de azúcar,Chamico,PAKATAN 500 FW,AMETRYN,Herbicida,Ligeramente Peligroso,4.0,6.0,lt,False,,9.8325,39.33,58.99,10.82,30,0.25,NEOAGRUM S.A.,963-2000-AG-SENASA
Caña de azúcar,Chamico,PAKATAN 500 FW,AMETRYN,Herbicida,Moderadamente Peligroso,4.0,6.0,lt,False,,9.8325,39.33,58.99,10.82,,0.05,NEOAGRUM S.A.,PQUA N° 3542-SENASA
Caña de azúcar,Chamico,HUELLA 720 SL,"2,4-D",Herbicida,Ligeramente Peligroso,3.0,3.0,lt,False,,13.408,40.22,40.22,4.19,,,NEOAGRUM S.A.,PQUA N° 358-SENASA
Caña de azúcar,Cola de ratón (rabo de zorro),TANKE 40 EC,PENDIMETHALIN,Herbicida,Ligeramente Peligroso,2.5,3.0,lt,False,,11.9182,29.8,35.75,11.79,30,0.1,HORTUS S A,PQUA N° 226-SENASA
Caña de azúcar,Cola de zorro,EMBATE 480 SL,GLYPHOSATE,Herbicida,Ligeramente Peligroso,4.0,6.0,lt,False,,7.8213,31.29,46.93,6.24,,30,SILVESTRE PERU S.A.C.,984-2000-AG-SENASA
Caña de azúcar,Coquito,GALERNA,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,1.0,2.0,kg,False,,13.408,13.41,26.82,4.85,21,2,ARIS INDUSTRIAL S.A.,PQUA N° 2367-SENASA
Caña de azúcar,Coquito,SANFOSATO,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,3.0,4.0,lt,False,,5.3632,16.09,21.45,5.5,15,0.1,ARIS INDUSTRIAL S.A.,481-97-AG-SENASA
Caña de azúcar,Coquito,EMBATE 480 SL,GLYPHOSATE,Herbicida,Ligeramente Peligroso,6.0,6.0,lt,False,,7.8213,46.93,46.93,9.36,,30,SILVESTRE PERU S.A.C.,984-2000-AG-SENASA
Caña de azúcar,Euphoria,RAYO 500 FW,ATRAZINE,Herbicida,Ligeramente Peligroso,0.6,0.8,lt,False,,10.4284,6.26,8.34,1.28,,0.5,NEOAGRUM S.A.,153-96-AG-SENASA
Caña de azúcar,Euphoria,EMBATE 480 SL,GLYPHOSATE,Herbicida,Ligeramente Peligroso,4.0,6.0,lt,False,,7.8213,31.29,46.93,6.24,,30,SILVESTRE PERU S.A.C.,984-2000-AG-SENASA
Caña de azúcar,Grama china (gramalote),DESTRUCTOR,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,2.0,6.0,lt,False,,6.6742,13.35,40.05,4.42,30,0.2,FARMAGRO S A,067-96-AG-SENASA
Caña de azúcar,Grama china (gramalote),SANFOSATO,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,3.0,4.0,lt,False,,5.3632,16.09,21.45,5.5,15,0.1,ARIS INDUSTRIAL S.A.,481-97-AG-SENASA
Caña de azúcar,Grama china (gramalote),BAZUKA,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,3.0,6.0,lt,False,,8.3427,25.03,50.06,4.99,,2,TECNOLOGIA QUIMICA Y COMERCIO S.A,PQUA N° 500-SENASA
Caña de azúcar,Grama china (gramalote),HERBOSATO,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,4.0,6.0,lt,False,,8.0448,32.18,48.27,7.69,,0.1,DROKASA  PERU S.A,PQUA N°2228-SENASA
Caña de azúcar,Grama china (gramalote),EMBATE 480 SL,GLYPHOSATE,Herbicida,Ligeramente Peligroso,6.0,6.0,lt,False,,7.8213,46.93,46.93,9.36,,30,SILVESTRE PERU S.A.C.,984-2000-AG-SENASA
Caña de azúcar,Grama dulce / Pasto Bermuda,SANFOSATO,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,3.0,4.0,lt,False,,5.3632,16.09,21.45,5.5,15,0.1,ARIS INDUSTRIAL S.A.,481-97-AG-SENASA
Caña de azúcar,Grama dulce / Pasto Bermuda,HERBOSATO,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,4.0,6.0,lt,False,,8.0448,32.18,48.27,7.69,,0.1,DROKASA  PERU S.A,PQUA N°2228-SENASA
Caña de azúcar,Grama dulce / Pasto Bermuda,EMBATE 480 SL,GLYPHOSATE,Herbicida,Ligeramente Peligroso,6.0,6.0,lt,False,,7.8213,46.93,46.93,9.36,,30,SILVESTRE PERU S.A.C.,984-2000-AG-SENASA
Caña de azúcar,Grama dulce / Pasto Bermuda,RANGO 480,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,4.0,6.0,lt,True,2.0,14.0039,56.02,84.02,8.22,3,0.2,HORTUS S A,PQUA N° 2298-SENASA
Caña de azúcar,Gramalote,DESTRUCTOR,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,2.0,6.0,lt,False,,6.6742,13.35,40.05,4.42,30,0.2,FARMAGRO S A,067-96-AG-SENASA
Caña de azúcar,Gramalote,EMBATE 480 SL,GLYPHOSATE,Herbicida,Ligeramente Peligroso,4.0,6.0,lt,False,,7.8213,31.29,46.93,6.24,,30,SILVESTRE PERU S.A.C.,984-2000-AG-SENASA
Caña de azúcar,Hierba de gallinazo,RANGER FLASH 500 FW,ATRAZINE,Herbicida,Ligeramente Peligroso,2.0,2.0,lt,False,,11.9182,23.84,23.84,4.44,,0.2,FARMAGRO S A,PQUA N° 1310-SENASA
Caña de azúcar,Hierba de gallinazo,SELLADOR 400 EC,PENDIMETHALIN,Herbicida,Ligeramente Peligroso,2.5,2.5,lt,False,,13.408,33.52,33.52,9.93,90,0.1,NEOAGRUM S.A.,PQUA N° 146-SENASA
Caña de azúcar,Hierba mora,RAYO 500 FW,ATRAZINE,Herbicida,Ligeramente Peligroso,0.6,0.8,lt,False,,10.4284,6.26,8.34,1.28,,0.5,NEOAGRUM S.A.,153-96-AG-SENASA
Caña de azúcar,Higuerilla,AVOID,ATRAZINE,Herbicida,Ligeramente Peligroso,2.0,4.0,lt,False,,14.8977,29.8,59.59,5.86,45,0.05,HORTUS S A,PQUA N° 670-SENASA
Caña de azúcar,Higuerilla,TANKE 40 EC,PENDIMETHALIN,Herbicida,Ligeramente Peligroso,2.5,3.0,lt,False,,11.9182,29.8,35.75,11.79,30,0.1,HORTUS S A,PQUA N° 226-SENASA
Caña de azúcar,Higuerilla,HUELLA 720 SL,"2,4-D",Herbicida,Ligeramente Peligroso,3.0,3.0,lt,False,,13.408,40.22,40.22,4.19,,,NEOAGRUM S.A.,PQUA N° 358-SENASA
Caña de azúcar,Kikuyo,DESTRUCTOR,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,2.0,6.0,lt,False,,6.6742,13.35,40.05,4.42,30,0.2,FARMAGRO S A,067-96-AG-SENASA
Caña de azúcar,Lechera,RANGER FLASH 500 FW,ATRAZINE,Herbicida,Ligeramente Peligroso,2.0,2.0,lt,False,,11.9182,23.84,23.84,4.44,,0.2,FARMAGRO S A,PQUA N° 1310-SENASA
Caña de azúcar,Lechera,TANKE 40 EC,PENDIMETHALIN,Herbicida,Ligeramente Peligroso,2.5,3.0,lt,False,,11.9182,29.8,35.75,11.79,30,0.1,HORTUS S A,PQUA N° 226-SENASA
Caña de azúcar,Lengua de vaca,HOJANCHA,"2,4-D",Herbicida,Moderadamente Peligroso,3.0,4.0,lt,False,,13.408,40.22,53.63,5.94,15,0.05,TECNOLOGIA QUIMICA Y COMERCIO S.A,PQUA N° 2562-SENASA
Caña de azúcar,Lengua de vaca (cerraja),RANGER FLASH 500 FW,ATRAZINE,Herbicida,Ligeramente Peligroso,2.0,2.0,lt,False,,11.9182,23.84,23.84,4.44,,0.2,FARMAGRO S A,PQUA N° 1310-SENASA
Caña de azúcar,Lengua de vaca (cerraja),PAKATAN 500 FW,AMETRYN,Herbicida,Ligeramente Peligroso,4.0,6.0,lt,False,,9.8325,39.33,58.99,10.82,30,0.25,NEOAGRUM S.A.,963-2000-AG-SENASA
Caña de azúcar,Lengua de vaca (cerraja),PAKATAN 500 FW,AMETRYN,Herbicida,Moderadamente Peligroso,4.0,6.0,lt,False,,9.8325,39.33,58.99,10.82,,0.05,NEOAGRUM S.A.,PQUA N° 3542-SENASA
Caña de azúcar,MALEZAS ANUALES,ROUNDUP,GLYPHOSATE ISOPROPILAMINE,Herbicida,Moderadamente Peligroso,2.0,2.0,lt,False,,13.408,26.82,26.82,6.26,,0.1,BAYER S.A.,PQUA N° 264-SENASA
Caña de azúcar,MALEZAS PERENNES,ROUNDUP,GLYPHOSATE ISOPROPILAMINE,Herbicida,Moderadamente Peligroso,4.0,6.0,lt,False,,13.408,53.63,80.45,12.53,,0.1,BAYER S.A.,PQUA N° 264-SENASA
Caña de azúcar,Ortiga,AVOID,ATRAZINE,Herbicida,Ligeramente Peligroso,2.0,4.0,lt,False,,14.8977,29.8,59.59,5.86,45,0.05,HORTUS S A,PQUA N° 670-SENASA
Caña de azúcar,Paico,TANKE 40 EC,PENDIMETHALIN,Herbicida,Ligeramente Peligroso,2.5,3.0,lt,False,,11.9182,29.8,35.75,11.79,30,0.1,HORTUS S A,PQUA N° 226-SENASA
Caña de azúcar,Pata de gallina,GALERNA,GLYPHOSATE ISOPROPILAMINE,Herbicida,Ligeramente Peligroso,1.0,2.0,kg,False,,13.408,13.41,26.82,4.85,21,2,ARIS INDUSTRIAL S.A.,PQUA N° 2367-SENASA
